date,CumulativeReturns
2021-06-27,
2021-07-04,0.9906475428556821
2021-07-11,1.006404379094023
2021-07-18,0.9727559342681716
2021-07-25,1.0539290303290185
2021-08-01,1.0357832792215347
2021-08-08,1.0469655501003574
2021-08-15,1.018145751107484
2021-08-22,1.1090779571632114
2021-08-29,1.1267154232307488
2021-09-05,1.1235132026604806
2021-09-12,1.0959134242658088
2021-09-19,1.0279556771970568
2021-09-26,1.0639422207973592
2021-10-03,1.158737380747377
2021-10-10,1.153756162537296
2021-10-17,1.1482159052390903
2021-10-24,1.0725830664764493
2021-10-31,1.1391684067094379
2021-11-07,1.1036900861025685
2021-11-14,1.0459997340686433
2021-11-21,0.9717393641882794
2021-11-28,1.006658521613997
2021-12-05,0.9372267975666109
2021-12-12,0.9180135982380286
2021-12-19,0.9222832049828817
2021-12-26,0.9435295444712498
2022-01-02,0.9423096479660756
2022-01-09,0.9087628353296082
2022-01-16,0.864186200098394
2022-01-23,0.8826369718670566
2022-01-30,0.8690657861190911
2022-02-06,0.8607807151493581
2022-02-13,0.840093538842142
2022-02-20,0.7957710461309011
2022-02-27,0.7565822819603305
2022-03-06,0.8196604430083856
2022-03-13,0.8686083171738368
2022-03-20,0.8773507950423107
2022-03-27,0.885890008532017
2022-04-03,0.8685066229379393
2022-04-10,0.8473619776854686
2022-04-17,0.8289112679633197
2022-04-24,0.8446172260604549
2022-05-01,0.7653756379700101
2022-05-08,0.7275592185886894
2022-05-15,0.7536850820512411
2022-05-22,0.7785910490086185
2022-05-29,0.7862153246078156
2022-06-05,0.7827589615175742
2022-06-12,0.697062116191901
2022-06-19,0.7725932607186446
2022-06-26,0.785452897047896
2022-07-03,0.8652536483194928
2022-07-10,0.8491409753252812
2022-07-17,0.8930059990912675
2022-07-24,0.9548134475394563
2022-07-31,0.9511029419292417
2022-08-07,0.9697062240284934
2022-08-14,0.9362610435814098
2022-08-21,0.9230456325428015
2022-08-28,0.9479515995001788
2022-09-04,0.9588797278590281
2022-09-11,0.9495272707147102
2022-09-18,0.9307207242366906
2022-09-25,0.9286367679822127
2022-10-02,0.9002236218399019
2022-10-09,0.8608823473387419
2022-10-16,0.8797905880526591
2022-10-23,0.8237267233279573
2022-10-30,0.8247432934078501
2022-11-06,0.825810679582435
2022-11-13,0.8063433997803932
2022-11-20,0.8202195441430237
2022-11-27,0.8522415016596516
2022-12-04,0.8146792868448179
2022-12-11,0.8039544228647363
2022-12-18,0.7840296741174398
2022-12-25,0.808681498554844
2023-01-01,0.7870285682624267
2023-01-08,0.8003964275851109
2023-01-15,0.7649181690247551
2023-01-22,0.710938260554531
2023-01-29,0.7665446563339784
2023-02-05,0.7661888816246213
2023-02-12,0.771271732024086
2023-02-19,0.7587170543094999
2023-02-26,0.7627833346290717
2023-03-05,0.7662396977193132
2023-03-12,0.735945921747806
2023-03-19,0.7355392688972434
2023-03-26,0.7524651855460666
2023-04-02,0.7630883552902507
2023-04-09,0.7713225481187781
2023-04-16,0.7749821755877871
2023-04-23,0.7850462441973329
2023-04-30,0.8138659811436928
2023-05-07,0.881213748936601
2023-05-14,0.9063230423192598
2023-05-21,0.9164379270234975
2023-05-28,0.929551705872722
2023-06-04,0.9411405675555936
2023-06-11,0.9280268507528825
2023-06-18,0.8713021906576449
2023-06-25,0.8588492071789562
