Date,Ticker,Returns,CumulativeReturns
29-06-20,HINDPETRO.NS,,
30-06-20,HINDPETRO.NS,-0.03752218923765,0.96247781076235
01-07-20,HINDPETRO.NS,0.0258362449826989,0.987344623271618
02-07-20,HINDPETRO.NS,-0.032381434686185,0.955372987840392
03-07-20,HINDPETRO.NS,0.0032536008359143,0.9584813901922394
06-07-20,HINDPETRO.NS,-0.0011582116883711,0.9573712658430326
07-07-20,HINDPETRO.NS,-0.0206401302137996,0.937610998253082
08-07-20,HINDPETRO.NS,0.0030784239582211,0.940497362413596
09-07-20,HINDPETRO.NS,-0.0304532431803349,0.9118561675255512
10-07-20,HINDPETRO.NS,0.0221572323586114,0.9320603765070478
13-07-20,HINDPETRO.NS,0.0042878000293262,0.9360568650167684
14-07-20,HINDPETRO.NS,-0.0016603709433247,0.9345026633967952
15-07-20,HINDPETRO.NS,-0.0370634502964918,0.8998667703800488
16-07-20,HINDPETRO.NS,0.0352825532456135,0.9316163676199412
17-07-20,HINDPETRO.NS,0.0676834923268883,0.994671416889349
20-07-20,HINDPETRO.NS,0.0138393129464284,1.008436985906548
21-07-20,HINDPETRO.NS,0.0314839000790321,1.04018651520683
22-07-20,HINDPETRO.NS,-0.0258271210245464,1.013321492190482
23-07-20,HINDPETRO.NS,0.0168711930425096,1.0304174346993515
24-07-20,HINDPETRO.NS,-0.0157294081070408,1.0142095783483551
27-07-20,HINDPETRO.NS,0.0148862053012515,1.0293073103501449
28-07-20,HINDPETRO.NS,0.0049611466118224,1.0344138548254125
29-07-20,HINDPETRO.NS,-0.0197466875347273,1.013987607652582
30-07-20,HINDPETRO.NS,-0.0232099971903614,0.9904529581279042
31-07-20,HINDPETRO.NS,-0.0360905760507473,0.9547069403179014
03-08-20,HINDPETRO.NS,0.0123255530232557,0.96647423133246
04-08-20,HINDPETRO.NS,-0.012175483456331,0.9547069403179012
05-08-20,HINDPETRO.NS,-0.0095348981395348,0.9456039068888632
06-08-20,HINDPETRO.NS,0.0147922481608639,0.9595915145414456
07-08-20,HINDPETRO.NS,-0.011568717859467,0.948490271049377
10-08-20,HINDPETRO.NS,0.007724690322469,0.955817064667108
11-08-20,HINDPETRO.NS,0.0,0.955817064667108
12-08-20,HINDPETRO.NS,-0.0157955581881532,0.940719400604929
13-08-20,HINDPETRO.NS,0.002360160422955,0.9429396493033428
14-08-20,HINDPETRO.NS,-0.0174241209969996,0.9265097547610128
17-08-20,HINDPETRO.NS,0.0115025606046759,0.9371669893659748
18-08-20,HINDPETRO.NS,-0.0056858421339677,0.931838405811274
19-08-20,HINDPETRO.NS,0.0045270286985232,0.936056865016768
20-08-20,HINDPETRO.NS,0.0185009190827663,0.953374777333311
21-08-20,HINDPETRO.NS,-0.0104797393222505,0.9433836581904492
24-08-20,HINDPETRO.NS,-0.0037656060798935,0.9398312469514952
25-08-20,HINDPETRO.NS,-0.0018898838248442,0.9380550750797984
26-08-20,HINDPETRO.NS,-0.0085207247337277,0.930062165999967
27-08-20,HINDPETRO.NS,-0.0050131440226343,0.925399630411806
28-08-20,HINDPETRO.NS,0.0057582160994487,0.9307282814620672
31-08-20,HINDPETRO.NS,-0.0384065017448489,0.8949822640961139
01-09-20,HINDPETRO.NS,-0.0094269867069032,0.8865452781895657
02-09-20,HINDPETRO.NS,0.0055096725950865,0.8914298524131101
03-09-20,HINDPETRO.NS,-0.0047322386052304,0.8872113936516659
04-09-20,HINDPETRO.NS,-0.0135134982888296,0.875222064001724
07-09-20,HINDPETRO.NS,0.0017757016193211,0.8767761972380375
08-09-20,HINDPETRO.NS,0.0063307167365167,0.8823268189840718
09-09-20,HINDPETRO.NS,-0.0249119123161898,0.8603463706353179
10-09-20,HINDPETRO.NS,0.0384515969032257,0.8934280624761405
11-09-20,HINDPETRO.NS,-0.0101888818667272,0.884325029491152
14-09-20,HINDPETRO.NS,-0.015566110444154,0.870559528413563
15-09-20,HINDPETRO.NS,0.0112216111462024,0.8803286089210414
16-09-20,HINDPETRO.NS,-0.0143758189155107,0.867673164253049
17-09-20,HINDPETRO.NS,0.0074207382050486,0.874111939652517
18-09-20,HINDPETRO.NS,-0.0142240432473118,0.861678533619908
21-09-20,HINDPETRO.NS,-0.0249935899124961,0.840142093714211
22-09-20,HINDPETRO.NS,-0.0465116445252965,0.8010657033006372
23-09-20,HINDPETRO.NS,-0.0169068065583787,0.7875222404143817
24-09-20,HINDPETRO.NS,-0.0284747833453838,0.7650977152389108
25-09-20,HINDPETRO.NS,0.03656414908097,0.793072862160416
28-09-20,HINDPETRO.NS,0.0302351271868182,0.8170515210162501
29-09-20,HINDPETRO.NS,0.0043478429347825,0.8206039326992539
30-09-20,HINDPETRO.NS,-0.02245675936355,0.802175827649844
01-10-20,HINDPETRO.NS,-0.0285081321555472,0.7793072931432167
05-10-20,HINDPETRO.NS,0.0005698353276353,0.7797513699699335
06-10-20,HINDPETRO.NS,-0.0108200975740171,0.7713143840633854
07-10-20,HINDPETRO.NS,-0.015256153409868,0.7595470934928764
08-10-20,HINDPETRO.NS,-0.0005846606149519,0.7591030162221098
09-10-20,HINDPETRO.NS,0.0295408200735685,0.7815275418416303
12-10-20,HINDPETRO.NS,-0.0261363982954545,0.7611012267291899
13-10-20,HINDPETRO.NS,-0.0058343059252582,0.7566607293323625
14-10-20,HINDPETRO.NS,-0.0105633090635925,0.7486678881921414
15-10-20,HINDPETRO.NS,-0.026986968181373,0.7284636117150843
16-10-20,HINDPETRO.NS,0.0320024376762722,0.7517762230484285
19-10-20,HINDPETRO.NS,0.0386887352632305,0.7808614943191405
20-10-20,HINDPETRO.NS,-0.0199033260084714,0.7653197534302445
21-10-20,HINDPETRO.NS,0.0307513061352888,0.7888543354593618
22-10-20,HINDPETRO.NS,0.0095694469933782,0.7964032352080368
23-10-20,HINDPETRO.NS,0.0178421906393233,0.8106128135563925
26-10-20,HINDPETRO.NS,-0.0443714383042921,0.7746447571110063
27-10-20,HINDPETRO.NS,-0.0051590359185612,0.7706483369849455
28-10-20,HINDPETRO.NS,-0.009507399426834,0.7633214754276042
29-10-20,HINDPETRO.NS,0.0447935571450883,0.7975133595572438
30-10-20,HINDPETRO.NS,0.0448217568295505,0.8332593094276365
02-11-20,HINDPETRO.NS,-0.0018651255602305,0.8317051761913229
