date,CumulativeReturns
2021-06-27,
2021-07-04,1.0254785683613488
2021-07-11,0.9679053377751071
2021-07-18,0.9572775400083545
2021-07-25,0.9494650574601643
2021-08-01,1.000422280099464
2021-08-08,0.9912021399419927
2021-08-15,0.9673423262813561
2021-08-22,1.023367081947427
2021-08-29,1.0626407636130133
2021-09-05,1.0553209268614308
2021-09-12,1.0798141177129623
2021-09-19,1.0484233702093122
2021-09-26,1.0345579771245332
2021-10-03,1.0415258994737957
2021-10-10,1.1441440876404334
2021-10-17,1.0723535495670926
2021-10-24,0.9755067232318669
2021-10-31,1.004645252927308
2021-11-07,1.0561654870603587
2021-11-14,1.0220297900352897
2021-11-21,1.0095016888626485
2021-11-28,1.0380771211477362
2021-12-05,1.0806587638284924
2021-12-12,1.0190737434224402
2021-12-19,1.0168918913113747
2021-12-26,1.0280123348747348
2022-01-02,1.0361767318252453
2022-01-09,1.0981136666336178
2022-01-16,1.0190033777252965
2022-01-23,0.9996480855976801
2022-01-30,1.0232967162502837
2022-02-06,1.0187218290201199
2022-02-13,1.024070910752068
2022-02-20,0.9785332214584622
2022-02-27,0.9855715095048683
2022-03-06,1.026815860273487
2022-03-13,1.0418073622623703
2022-03-20,1.046241518098247
2022-03-27,1.1060669664926976
2022-04-03,1.181447014286385
2022-04-10,1.1831362206008431
2022-04-17,1.230503933519796
2022-04-24,1.205518010955055
2022-05-01,1.1421734185374013
2022-05-08,0.9936655407582353
2022-05-15,1.0804475808204597
2022-05-22,0.9897240307189663
2022-05-29,1.041525899473796
2022-06-05,1.0225225217484997
2022-06-12,0.9416525749119746
2022-06-19,0.9662162173772518
2022-06-26,0.9542511276983617
2022-07-03,1.0074605681458704
2022-07-10,1.028856980990265
2022-07-17,1.06172575180034
2022-07-24,1.0750281333913678
2022-07-31,1.140554577920087
2022-08-07,1.109726841910188
2022-08-14,1.2271958865880241
2022-08-21,1.1791947964781764
2022-08-28,1.1992539174104335
2022-09-04,1.2765342686100098
2022-09-11,1.3206643862109362
2022-09-18,1.2863175061778342
2022-09-25,1.1551942514232523
2022-10-02,1.1499155353884478
2022-10-09,1.0981136666336182
2022-10-16,1.1284487568469097
2022-10-23,1.1547015197100425
2022-10-30,1.2146677854153827
2022-11-06,1.2591497315020275
2022-11-13,1.2512668832566938
2022-11-20,1.238175598757097
2022-11-27,1.2502815057468766
2022-12-04,1.2538710154672232
2022-12-11,1.2112190070893234
2022-12-18,1.1178208731635548
2022-12-25,1.1516046557863036
2023-01-01,1.1347127644749293
2023-01-08,1.1185951535819414
2023-01-15,1.0901604526911408
2023-01-22,0.8403012270437289
2023-01-29,0.7022100069815835
2023-02-05,0.8220016781230733
2023-02-12,0.8145411099772035
2023-02-19,0.7867398721939
2023-02-26,0.9637528165610101
2023-03-05,0.9822634625730965
2023-03-12,0.9576998201078192
2023-03-19,0.8980855547214014
2023-03-26,0.889498877671427
2023-04-02,0.9031530877481728
2023-04-09,0.9313766915475423
2023-04-16,0.9313062399337966
2023-04-23,0.9590371120199566
2023-04-30,0.9626970733540489
2023-05-07,0.9853603264968352
2023-05-14,0.9686091665797483
2023-05-21,1.0231558989393945
2023-05-28,1.036880560629886
2023-06-04,1.0345579771245335
2023-06-11,1.0520833315434048
2023-06-18,1.005489813126236
2023-06-25,1.0197072065299373
