date,CumulativeReturns
2022-11-06,
2022-11-13,0.9368392518297641
2022-11-20,1.011656275413391
2022-11-27,1.0295473027920845
2022-12-04,1.0209270672734818
2022-12-11,0.9924370012621984
2022-12-18,0.8840607342987599
2022-12-25,0.9325833691591557
2023-01-01,0.8832475057815466
2023-01-08,0.9509352127947954
2023-01-15,0.8733532254887844
2023-01-22,0.9432366759707917
2023-01-29,0.9172946333271215
2023-02-05,0.9209812957441043
2023-02-12,0.8974790048327801
2023-02-19,0.8661967748288834
2023-02-26,0.8422878696589525
2023-03-05,0.823556545854229
2023-03-12,0.8541338851568855
2023-03-19,0.816562767370053
2023-03-26,0.8316616969368394
2023-04-02,0.8294388855592643
2023-04-09,0.829655759733329
2023-04-16,0.8125779608718489
2023-04-23,0.7932502165432707
2023-04-30,0.7855245456297439
2023-05-07,0.7845486449368055
2023-05-14,0.7441582952485432
2023-05-21,0.7614258341945651
2023-05-28,0.7589590807341083
2023-06-04,0.7667931556443143
2023-06-11,0.7866359182281785
2023-06-18,0.7490918683501627
2023-06-25,0.7461371645432368
