Date,Ticker,Returns,CumulativeReturns
29-06-20,ESCORTS.NS,,
30-06-20,ESCORTS.NS,0.006338041811954,1.006338041811954
01-07-20,ESCORTS.NS,-0.0059134846153846,1.0003870772838228
02-07-20,ESCORTS.NS,0.0066741056828152,1.0070637663613378
03-07-20,ESCORTS.NS,0.0184002152294018,1.0255939564121184
06-07-20,ESCORTS.NS,0.0120765418531587,1.037979584751076
07-07-20,ESCORTS.NS,0.0352848883461913,1.074604578504644
08-07-20,ESCORTS.NS,-0.0202152735216348,1.0528811530225712
09-07-20,ESCORTS.NS,0.0380479964278577,1.0929411713717327
10-07-20,ESCORTS.NS,0.0062859459938025,1.0998113405493788
13-07-20,ESCORTS.NS,-0.006554594542768,1.0926025231385394
14-07-20,ESCORTS.NS,-0.0434840135999502,1.0450917801630433
15-07-20,ESCORTS.NS,0.0251376332283284,1.0713629140227228
16-07-20,ESCORTS.NS,-0.0107477443340313,1.0598481793338437
17-07-20,ESCORTS.NS,0.0084907574034081,1.068847093109011
20-07-20,ESCORTS.NS,0.0135795766122668,1.0833615840966837
21-07-20,ESCORTS.NS,0.0465791578402106,1.1338236543203437
22-07-20,ESCORTS.NS,0.0272668666524429,1.164739472710082
23-07-20,ESCORTS.NS,-0.0302815921606696,1.1294693070240418
24-07-20,ESCORTS.NS,-0.0334118654958235,1.0917316304560936
27-07-20,ESCORTS.NS,-0.0197651664081541,1.0701533731070834
28-07-20,ESCORTS.NS,0.047108911169887,1.12056713329894
29-07-20,ESCORTS.NS,-0.0148957292604889,1.1038754686631167
30-07-20,ESCORTS.NS,-0.0094232113764574,1.0934734167886182
31-07-20,ESCORTS.NS,0.0034953770441366,1.0972955186680349
03-08-20,ESCORTS.NS,-0.028130532627866,1.0664280112777322
04-08-20,ESCORTS.NS,0.0165139945525232,1.084038997646631
05-08-20,ESCORTS.NS,0.0234312227545032,1.1094393568750576
06-08-20,ESCORTS.NS,-0.0226767248605298,1.084280905829759
07-08-20,ESCORTS.NS,0.0027664761629937,1.087280543109726
10-08-20,ESCORTS.NS,-0.0085435632046941,1.0779912930684337
11-08-20,ESCORTS.NS,0.0042637222665746,1.082587548547863
12-08-20,ESCORTS.NS,-0.0008938147624267,1.0816199158153517
