date,CumulativeReturns
2021-06-27,
2021-07-04,0.9647265631567274
2021-07-11,0.9607121128683024
2021-07-18,0.9661399644652762
2021-07-25,0.9524876325550106
2021-08-01,0.995293899299782
2021-08-08,1.041483093475294
2021-08-15,1.0703814678508834
2021-08-22,1.1186906905734018
2021-08-29,1.1553474282402603
2021-09-05,1.140116362601601
2021-09-12,1.1510773440771018
2021-09-19,1.1641432304413106
2021-09-26,1.1217128526794902
2021-10-03,1.183493951234131
2021-10-10,1.086003399299158
2021-10-17,1.0521433637644344
2021-10-24,1.0217414334570416
2021-10-31,1.0550902746581154
2021-11-07,1.0603226933502816
2021-11-14,1.045181855750694
2021-11-21,1.0365063820736782
2021-11-28,1.094724023703618
2021-12-05,1.0936264572397283
2021-12-12,1.0778541701982733
2021-12-19,1.1038806646451376
2021-12-26,1.1241636928978198
2022-01-02,1.1587905566409267
2022-01-09,1.1932670647908532
2022-01-16,1.1527763329137128
2022-01-23,1.109639327913435
2022-01-30,1.147183075481077
2022-02-06,1.1111127833602754
2022-02-13,1.1408681405675025
2022-02-20,1.0587289093794063
2022-02-27,1.0598114990166316
2022-03-06,1.0823046370237577
2022-03-13,1.1044370097062315
2022-03-20,1.114871673189784
2022-03-27,1.130298171733251
2022-04-03,1.1083161546439577
2022-04-10,1.1011893142103726
2022-04-17,1.0863342109704812
2022-04-24,1.066532349982303
2022-05-01,1.0322212476680381
2022-05-08,1.0268986009368002
2022-05-15,0.9902419366857587
2022-05-22,0.9807094067612881
2022-05-29,1.0344915583924077
2022-06-05,1.0103594856869622
2022-06-12,0.9288667541832147
2022-06-19,0.9902720371707217
2022-06-26,0.996887683270657
2022-07-03,0.9819573288183584
2022-07-10,0.9005097480420551
2022-07-17,0.9535551719497544
2022-07-24,0.9929182368780421
2022-07-31,1.01190819234621
2022-08-07,1.0228841506483752
2022-08-14,1.0181328992207128
2022-08-21,0.9689515700082583
2022-08-28,0.9413462684171834
2022-09-04,0.9675833194271538
2022-09-11,0.9047497317202506
2022-09-18,0.896735807970065
2022-09-25,0.9035018096631806
2022-10-02,0.9216496857105583
2022-10-09,0.931949043843412
2022-10-16,0.9434512467217085
2022-10-23,0.9512246602554592
2022-10-30,0.9675081416305639
2022-11-06,0.9971432437295734
2022-11-13,1.0054128013544925
2022-11-20,1.0193056434811931
2022-11-27,1.0341908472060475
2022-12-04,0.9901667588891689
2022-12-11,0.9743794216052326
2022-12-18,0.9708009878538671
2022-12-25,0.9793261059377026
2023-01-01,0.9657490252398442
2023-01-08,1.014764948616637
2023-01-15,1.0113218202159706
2023-01-22,1.0257409069188024
2023-01-29,1.0471665789470015
2023-02-05,1.0637808719934299
2023-02-12,1.0528349407604105
2023-02-19,1.0225533389770523
2023-02-26,1.0050218621290605
2023-03-05,1.0016689617674657
2023-03-12,0.9560510894797121
2023-03-19,0.93836925703854
2023-03-26,0.9640499629874162
2023-04-02,0.9685005032287177
2023-04-09,0.9589228959926199
2023-04-16,0.9505029827745206
2023-04-23,0.9680644866916582
2023-04-30,0.9715076150923247
2023-05-07,0.9846186521839777
2023-05-14,0.9691470763288834
2023-05-21,1.0010374389097811
2023-05-28,0.9940309270002307
2023-06-04,0.9650724250705326
2023-06-11,0.9547279162102346
2023-06-18,0.9671924536175387
2023-06-25,0.9591634062090546
