date,CumulativeReturns
2021-06-27,
2021-07-04,0.9885787847999092
2021-07-11,1.018594799926903
2021-07-18,1.0059151271243434
2021-07-25,1.0189094335312314
2021-08-01,1.0517572279120257
2021-08-08,1.0729320848462975
2021-08-15,1.0965610224424553
2021-08-22,1.0841959064293794
2021-08-29,1.115376127344264
2021-09-05,1.0935090918434385
2021-09-12,1.1229588279345168
2021-09-19,1.1127017417074723
2021-09-26,1.154516516996782
2021-10-03,1.2357863923577828
2021-10-10,1.3328822765646278
2021-10-17,1.2724727013484152
2021-10-24,1.2456029454498607
2021-10-31,1.2855929072859416
2021-11-07,1.3571720522706578
2021-11-14,1.3493692003351887
2021-11-21,1.2080357238189847
2021-11-28,1.1927130826511594
2021-12-05,1.2794890460879078
2021-12-12,1.1651826422724223
2021-12-19,1.1488216948473442
2021-12-26,1.1777679864455592
2022-01-02,1.176415046583978
2022-01-09,1.259132190435983
2022-01-16,1.2765314441183135
2022-01-23,1.3043136067434826
2022-01-30,1.2221942360137639
2022-02-06,1.170090880411039
2022-02-13,1.2085076742254777
2022-02-20,1.1475945777015568
2022-02-27,1.0839127669114217
2022-03-06,1.137589290535789
2022-03-13,1.221659374249375
2022-03-20,1.2174432378624673
2022-03-27,1.2577793273892472
2022-04-03,1.23808323303235
2022-04-10,1.2337098566581226
2022-04-17,1.2037881701605515
2022-04-24,1.2262215615121372
2022-05-01,1.1684233837599747
2022-05-08,1.056728454223384
2022-05-15,1.103073922689085
2022-05-22,1.13425414360397
2022-05-29,1.1577887525707051
2022-06-05,1.0930056473505756
2022-06-12,1.0298586983248297
2022-06-19,1.0945788153722176
2022-06-26,1.0707610668875247
2022-07-03,1.1275524324688053
2022-07-10,1.1405468156905383
2022-07-17,1.1489790116495089
2022-07-24,1.2344020352246763
2022-07-31,1.196551597260998
2022-08-07,1.20297009206336
2022-08-14,1.2062108335509116
2022-08-21,1.176981402434739
2022-08-28,1.200924973635225
2022-09-04,1.1951042519551491
2022-09-11,1.157977486644395
2022-09-18,1.1668816330098581
2022-09-25,1.1462102205684497
2022-10-02,1.1230217392924138
2022-10-09,1.1234621956125355
2022-10-16,1.1403265875304769
2022-10-23,1.141081677454927
2022-10-30,1.1399804598397776
2022-11-06,1.1011232097052173
2022-11-13,1.0556586538797599
2022-11-20,1.0762357376917455
2022-11-27,1.091935923821796
2022-12-04,1.056571137421219
2022-12-11,1.0250762829020057
2022-12-18,1.0224648086231107
2022-12-25,1.0377560325194102
2023-01-01,1.0224648086231107
2023-01-08,0.9935500111112665
2023-01-15,0.9854009546702535
2023-01-22,0.9415095668664384
2023-01-29,0.9624641956406493
2023-02-05,0.9569266134785311
2023-02-12,0.9061762745522322
2023-02-19,0.8937796644527853
2023-02-26,0.8842462508786652
2023-03-05,0.8935594362927245
2023-03-12,0.8927413581955327
2023-03-19,0.8912940897045288
2023-03-26,0.8925211300354718
2023-04-02,0.882704576943394
2023-04-09,0.8812572316375453
2023-04-16,0.9321335469093273
2023-04-23,0.9279489046087903
2023-04-30,0.9301198457527184
2023-05-07,0.9592863655109944
2023-05-14,0.9653903035238728
2023-05-21,0.9954378127372374
2023-05-28,0.980335399729473
2023-06-04,0.9911587649924328
2023-06-11,1.0169587205473636
2023-06-18,1.022873847671707
2023-06-25,1.0340748347117368
