date,open,high,low,close,adjclose,volume,ticker,entryPrice,stopLoss
05-06-22,721,725.9000244,690.5499878,713.2999878,710.7973633,5982675,AARTIIND.NS,,
12-06-22,703,722,670.3499756,688.7999878,686.3833008,3952945,AARTIIND.NS,,
19-06-22,690,717.4000244,668.8499756,712.4500122,709.9503784,3129251,AARTIIND.NS,,
26-06-22,716.5499878,726.5,685.4000244,703.25,700.7826538,2992894,AARTIIND.NS,,
03-07-22,702.5,725,679,722.9500122,720.4135132,2853062,AARTIIND.NS,,
10-07-22,726,747.9000244,715.7999878,728.4000244,725.8443604,3590786,AARTIIND.NS,,
17-07-22,732.0999756,781.4000244,727.9500122,759.8499756,757.184021,4045534,AARTIIND.NS,,
24-07-22,760.9500122,781.7999878,740.5,780.0999756,777.3629761,3411365,AARTIIND.NS,,
31-07-22,785,824.7999878,779.2000122,814.2999878,811.4429932,5162672,AARTIIND.NS,,
07-08-22,815,829.4500122,799.4000244,818.3499756,815.4787598,3671408,AARTIIND.NS,,
14-08-22,818.3499756,840.8499756,812.2999878,815,812.140564,2555608,AARTIIND.NS,,
21-08-22,811,814.25,773.0499878,809.1500244,806.3110962,2928018,AARTIIND.NS,,
28-08-22,780,850,780,837.9000244,834.9602051,3312608,AARTIIND.NS,,
04-09-22,840,861.7999878,835,859.7999878,856.7833252,2389891,AARTIIND.NS,,
11-09-22,861.0999756,924.4000244,861,884.7999878,881.6956787,4976693,AARTIIND.NS,,
18-09-22,884,897.4000244,851.9500122,854.9500122,853.3613281,2737569,AARTIIND.NS,,
25-09-22,851,851.8499756,725.0499878,745.0499878,743.6655273,6320484,AARTIIND.NS,,
02-10-22,745,793.7999878,733.5499878,773.75,772.3121948,3606446,AARTIIND.NS,,
09-10-22,768,792,758.8499756,780.5,779.0496216,4364288,AARTIIND.NS,,
16-10-22,778,807.9000244,642.2999878,677.9000244,676.6403198,10214841,AARTIIND.NS,,
23-10-22,684.75,698,682.1500244,691.9000244,690.6143188,1364145,AARTIIND.NS,,
30-10-22,695,738.2000122,693,733.6500244,732.2867432,2859755,AARTIIND.NS,,
06-11-22,737.3499756,744.7000122,705.2000122,715.7999878,714.4698486,1908759,AARTIIND.NS,,
13-11-22,717,717.7000122,646.8499756,653.4000244,652.1858521,4586389,AARTIIND.NS,,
20-11-22,656.7000122,680.5499878,655.2999878,664.4000244,663.1654053,4490767,AARTIIND.NS,,
27-11-22,666,681.9000244,665,673.9000244,672.6477661,2839319,AARTIIND.NS,,
04-12-22,677.2999878,679.9500122,653.0999756,657.4500122,656.2283325,2021382,AARTIIND.NS,,
11-12-22,657.4500122,665.9500122,626.0999756,629.0999756,627.9309692,3195490,AARTIIND.NS,,
18-12-22,634.9500122,635,590,590.8499756,589.7520142,2876770,AARTIIND.NS,,
25-12-22,590,621.25,587,610.0999756,608.9662476,1887554,AARTIIND.NS,,
01-01-23,610.0999756,619.7999878,595,599.0499878,597.9368286,1667223,AARTIIND.NS,,
08-01-23,602.75,606.4000244,579,581.5499878,580.4693604,2045124,AARTIIND.NS,,
15-01-23,583.2000122,586.2999878,555.25,556.5999756,555.5656738,2215224,AARTIIND.NS,,
22-01-23,557.0999756,565.2999878,518.5,525.75,524.7730103,2885743,AARTIIND.NS,,
29-01-23,525.9500122,550,518,531.4000244,530.4125366,2786265,AARTIIND.NS,,
05-02-23,510.0499878,568,510.0499878,543.7999878,542.7894897,7343706,AARTIIND.NS,,
12-02-23,544.5499878,559.75,531.0999756,541.2999878,540.2941284,3600786,AARTIIND.NS,,
19-02-23,543,549.5,516,537,537,4471584,AARTIIND.NS,,
26-02-23,537.5,547.4000244,522.8499756,545.0999756,545.0999756,3697603,AARTIIND.NS,,
05-03-23,547,555.9000244,529,533.25,533.25,2442741,AARTIIND.NS,,
12-03-23,533.25,537.5,508,527.7999878,527.7999878,2611635,AARTIIND.NS,,
19-03-23,522,538,493.2999878,496,496,2672764,AARTIIND.NS,,
26-03-23,496,526.7000122,482.3999939,518.1500244,518.1500244,5208451,AARTIIND.NS,,
02-04-23,518.2000122,538.5,518,536.8499756,536.8499756,1577792,AARTIIND.NS,,
09-04-23,537,552.4500122,532.0999756,547.25,547.25,1979306,AARTIIND.NS,,
16-04-23,542.9500122,561.7000122,538.2000122,555.3499756,555.3499756,2743894,AARTIIND.NS,,
23-04-23,555.5499878,571.6500244,544.4500122,562.25,562.25,2519022,AARTIIND.NS,,
30-04-23,562.25,566.5499878,542,544.5,544.5,2301699,AARTIIND.NS,,
07-05-23,549.4500122,567.7999878,500.7000122,502.5,502.5,17303156,AARTIIND.NS,,
14-05-23,502.5,514.4000244,489.0499878,494.7000122,494.7000122,4071290,AARTIIND.NS,,
21-05-23,497,520.5,491,511.2000122,511.2000122,4514107,AARTIIND.NS,,
28-05-23,512,520.5499878,509,513.6500244,513.6500244,3560229,AARTIIND.NS,,
04-06-23,514,524.4000244,505.1499939,506.5,506.5,4623448,AARTIIND.NS,,
11-06-23,506.7000122,526,501.2000122,519.2999878,519.2999878,4475741,AARTIIND.NS,,
18-06-23,520.0999756,539.25,501,502.7999878,502.7999878,8004825,AARTIIND.NS,,
25-06-23,503,509.8999939,501.1499939,508.1000061,508.1000061,1048410,AARTIIND.NS,,
27-06-21,1839.050049,1857,1766.650024,1787.150024,1775.375854,638042,ABB.NS,,
04-07-21,1794.900024,1801,1683.5,1713.449951,1702.161255,536093,ABB.NS,,
11-07-21,1718.449951,1840,1701.449951,1763.199951,1751.583496,1053435,ABB.NS,,
18-07-21,1772.5,1777.900024,1691.099976,1695.800049,1684.627686,388828,ABB.NS,,
25-07-21,1688,1780.300049,1624.050049,1699.150024,1687.955688,607175,ABB.NS,,
01-08-21,1702.199951,1734.650024,1629,1663.849976,1652.888062,591944,ABB.NS,,
08-08-21,1671.800049,1759.949951,1618.050049,1747.949951,1736.434082,423519,ABB.NS,,
15-08-21,1761.5,1807.099976,1683.050049,1714.650024,1703.353394,468063,ABB.NS,,
22-08-21,1715,1865,1624.349976,1850.050049,1837.86145,873127,ABB.NS,,
29-08-21,1875,1925,1832,1848.699951,1836.520264,1338957,ABB.NS,,
05-09-21,1855,1913.449951,1835.050049,1869.449951,1857.133545,791322,ABB.NS,,
12-09-21,1865,1943.900024,1835.050049,1843.199951,1831.056396,768085,ABB.NS,,
19-09-21,1843.199951,1918.25,1840,1878.699951,1866.32251,538810,ABB.NS,,
26-09-21,1888,1908.050049,1790,1858.900024,1846.653198,513606,ABB.NS,,
03-10-21,1860.099976,1905.599976,1827,1839.75,1827.629395,517568,ABB.NS,,
10-10-21,1846.400024,1877,1800,1819,1807.015869,375942,ABB.NS,,
17-10-21,1837.800049,1939,1815.25,1909.300049,1896.721069,731561,ABB.NS,,
24-10-21,1920,2153.75,1818.099976,2119.899902,2105.933594,3386955,ABB.NS,,
31-10-21,2105,2170,2032.099976,2105.649902,2091.777344,1031920,ABB.NS,,
07-11-21,2110,2232,2071.199951,2211.300049,2196.731445,1379344,ABB.NS,,
14-11-21,2230,2231,2124,2149.550049,2135.388184,802915,ABB.NS,,
21-11-21,2158.149902,2184.649902,1975,1995,1981.856323,899459,ABB.NS,,
28-11-21,1955,2164.5,1954.050049,2078.399902,2064.707031,858112,ABB.NS,,
05-12-21,2078,2375,2035,2264.399902,2249.481201,1882336,ABB.NS,,
12-12-21,2268.949951,2356,2170,2199.75,2185.257568,838806,ABB.NS,,
19-12-21,2215,2345.399902,2076.600098,2244.550049,2229.762207,1619470,ABB.NS,,
26-12-21,2249.399902,2283.75,2175.300049,2233.600098,2218.884521,895129,ABB.NS,,
02-01-22,2251.449951,2287.75,2185.600098,2227.100098,2212.427246,1224825,ABB.NS,,
09-01-22,2242.949951,2360.550049,2223,2341.550049,2326.123291,1095911,ABB.NS,,
16-01-22,2349.699951,2415,2303,2356.75,2341.223145,1323259,ABB.NS,,
23-01-22,2348.699951,2468.100098,2135.899902,2270.5,2255.54126,1726383,ABB.NS,,
30-01-22,2276,2377.199951,2195.100098,2335.399902,2320.013672,1829885,ABB.NS,,
06-02-22,2344,2344.5,2170.050049,2179.25,2164.892578,1049481,ABB.NS,,
13-02-22,2095,2136.399902,2006.550049,2065.649902,2052.041016,1760438,ABB.NS,,
20-02-22,2046,2149.949951,2000,2131.899902,2117.854492,1548913,ABB.NS,,
27-02-22,2096,2239,2089.199951,2155.399902,2141.199463,644691,ABB.NS,,
06-03-22,2138,2177.850098,2080.199951,2119.949951,2105.98291,806172,ABB.NS,,
13-03-22,2125.550049,2208,2041.050049,2101.350098,2087.506104,1250696,ABB.NS,,
20-03-22,2120.300049,2124.850098,1982,1989.300049,1976.19397,1169486,ABB.NS,,
27-03-22,1985,2179,1944.599976,2114.300049,2100.370605,1716352,ABB.NS,,
03-04-22,2096,2264.949951,2096,2238.949951,2224.198975,918043,ABB.NS,,
10-04-22,2240,2257.899902,2150,2226.699951,2212.029785,346541,ABB.NS,,
17-04-22,2224,2250,2123.199951,2161.100098,2146.862305,545218,ABB.NS,,
24-04-22,2150,2158.949951,2038,2096.550049,2082.737305,631953,ABB.NS,,
01-05-22,2090,2294,2000,2254.199951,2250.553711,4315453,ABB.NS,,
08-05-22,2253.899902,2359.699951,2077.399902,2290.600098,2286.89502,2450770,ABB.NS,,
15-05-22,2308,2349,2224.600098,2289.149902,2285.447021,855262,ABB.NS,,
22-05-22,2301.199951,2338,2172.199951,2284.149902,2280.455078,666172,ABB.NS,,
29-05-22,2306.949951,2487.850098,2294,2315.75,2312.00415,1596975,ABB.NS,,
05-06-22,2315.75,2376.949951,2270.5,2333.350098,2329.575684,637639,ABB.NS,,
12-06-22,2295,2364,2132,2173.149902,2169.634766,1141722,ABB.NS,,
19-06-22,2148,2310,2120,2290.350098,2286.645264,924636,ABB.NS,,
26-06-22,2304,2360,2230,2275.449951,2271.769287,829930,ABB.NS,,
03-07-22,2278.399902,2612.300049,2266.100098,2589.100098,2584.912109,2808094,ABB.NS,,
10-07-22,2600,2630,2502.699951,2559.449951,2555.309814,1173574,ABB.NS,,
17-07-22,2579,2835,2554.100098,2696.399902,2692.03833,2166381,ABB.NS,,
24-07-22,2713,2811,2635.399902,2736.149902,2731.724121,1670555,ABB.NS,,
31-07-22,2744,2824.350098,2642,2688.199951,2683.851563,1766901,ABB.NS,,
07-08-22,2694.949951,2850,2676.100098,2797.25,2792.725342,2139202,ABB.NS,,
14-08-22,2797.25,2935,2797.25,2888.350098,2883.677979,2110335,ABB.NS,,
21-08-22,2875,3209.699951,2845,3170.649902,3165.52124,2979608,ABB.NS,,
28-08-22,3140,3446.300049,3085.550049,3368.899902,3363.450439,2670845,ABB.NS,,
04-09-22,3350,3388,3253.649902,3314.649902,3309.28833,1956132,ABB.NS,,
11-09-22,3330,3433.649902,3100,3180.149902,3175.005859,1685635,ABB.NS,,
18-09-22,3188,3223.300049,3100,3124.649902,3119.595703,1290156,ABB.NS,,
25-09-22,3124,3155,2966.050049,3088.399902,3083.404297,1640599,ABB.NS,,
02-10-22,3074.75,3309.899902,2983.449951,3296.100098,3290.768555,1811698,ABB.NS,,
09-10-22,3281.949951,3335,3173,3194.300049,3189.133057,1424626,ABB.NS,,
16-10-22,3190.050049,3273.899902,3020,3041.25,3036.330566,1580199,ABB.NS,,
23-10-22,3060,3086.25,2945,2962.100098,2957.308838,866424,ABB.NS,,
30-10-22,2962,3288.199951,2961.600098,3219.899902,3214.69165,1611718,ABB.NS,,
06-11-22,3240,3292,3054.5,3155.850098,3150.745361,1740536,ABB.NS,,
13-11-22,3156,3213.550049,3011.100098,3092.649902,3087.647461,2529883,ABB.NS,,
20-11-22,3098,3170,3043.050049,3090.850098,3085.850586,1914102,ABB.NS,,
27-11-22,3100,3131.899902,2922.199951,2978.100098,2973.282959,8054362,ABB.NS,,
04-12-22,2975,3035.800049,2921,2976.649902,2971.834961,1437213,ABB.NS,,
11-12-22,2978.949951,3029,2825,2838.5,2833.908691,1309521,ABB.NS,,
18-12-22,2836,2951.199951,2666.25,2680.75,2676.413818,1417265,ABB.NS,,
25-12-22,2685,2762.75,2640,2683,2678.660156,797925,ABB.NS,,
01-01-23,2685,2858,2662.5,2843.600098,2839.000488,1596250,ABB.NS,,
08-01-23,2861.050049,2935,2801.550049,2899.949951,2895.259033,1093557,ABB.NS,,
15-01-23,2900.949951,2979,2835,2933.75,2929.004395,729522,ABB.NS,,
22-01-23,2940,2957.449951,2760,2803.199951,2798.665527,748954,ABB.NS,,
29-01-23,2813,2962.550049,2752.050049,2805.850098,2801.311523,1466646,ABB.NS,,
05-02-23,2804,3171,2782.100098,3166.300049,3161.178467,1539470,ABB.NS,,
12-02-23,3195,3238,3005.550049,3136.149902,3131.076904,3095660,ABB.NS,,
19-02-23,3154.050049,3224.899902,3122.100098,3142,3136.917725,1135769,ABB.NS,,
26-02-23,3149.699951,3364,3053.100098,3328.75,3323.365479,2497635,ABB.NS,,
05-03-23,3339.899902,3434,3300,3377.399902,3371.936768,1271961,ABB.NS,,
12-03-23,3393,3401.050049,3233.649902,3312.550049,3307.191895,1350585,ABB.NS,,
19-03-23,3300,3432.949951,3266.449951,3346.699951,3341.286377,1292068,ABB.NS,,
26-03-23,3354,3420,3303,3365.149902,3359.706543,1717269,ABB.NS,,
02-04-23,3388,3467.949951,3338,3397.100098,3391.605225,1277914,ABB.NS,,
09-04-23,3419.899902,3419.899902,3173,3230,3224.775391,1588253,ABB.NS,,
16-04-23,3250,3270,3141.149902,3153.300049,3148.199463,1374380,ABB.NS,,
23-04-23,3164.699951,3439.25,3160.649902,3417.949951,3412.421143,1945337,ABB.NS,,
30-04-23,3417.949951,3753.649902,3390.399902,3718.850098,3718.850098,2952133,ABB.NS,,
07-05-23,3728.449951,3956,3720,3942.550049,3942.550049,1595092,ABB.NS,,
14-05-23,3935,3946.050049,3845,3894.75,3894.75,980294,ABB.NS,,
21-05-23,3870,4012.300049,3809.5,4004.75,4004.75,1428111,ABB.NS,,
28-05-23,4025.949951,4299,3936.800049,4021.550049,4021.550049,2445211,ABB.NS,,
04-06-23,4035,4171.950195,3978,4151.200195,4151.200195,1110279,ABB.NS,,
11-06-23,4157.450195,4369.350098,4097.149902,4336.899902,4336.899902,1262650,ABB.NS,,
18-06-23,4369,4443.899902,4216.549805,4239.700195,4239.700195,1106168,ABB.NS,,
25-06-23,4237,4300,4216.299805,4285.350098,4285.350098,138748,ABB.NS,,
27-06-21,16560,16910,16400.19922,16764.65039,16406.22656,54303,ABBOTINDIA.NS,,
04-07-21,16870,17400,16705.25,17250.19922,16881.39453,77494,ABBOTINDIA.NS,,
11-07-21,17339.15039,17649,17211,17484.44922,17110.63672,77733,ABBOTINDIA.NS,,
18-07-21,17250,17850,17100,17815.84961,17434.95117,38570,ABBOTINDIA.NS,,
25-07-21,17900,19244.69922,17619.94922,19012.75,18772.68164,78604,ABBOTINDIA.NS,,
01-08-21,19000,19994.69922,17420.09961,17506.05078,17285.00586,165024,ABBOTINDIA.NS,,
08-08-21,17676.69922,19165,17355.05078,19010.55078,18770.50977,103254,ABBOTINDIA.NS,,
15-08-21,19099.90039,19221.30078,18645.25,19074.40039,18833.55469,41229,ABBOTINDIA.NS,,
22-08-21,19050,19351.5,18712.05078,19028.80078,18788.53125,38332,ABBOTINDIA.NS,,
29-08-21,19092.40039,20198,18911,19850.80078,19600.15039,82137,ABBOTINDIA.NS,,
05-09-21,19985.90039,20942,19509,20706.90039,20445.43945,54242,ABBOTINDIA.NS,,
12-09-21,20600,21870,20250,20480.59961,20221.99805,113040,ABBOTINDIA.NS,,
19-09-21,20480.5,21728,20161.40039,21204.94922,20937.20117,55974,ABBOTINDIA.NS,,
26-09-21,21394,22569.55078,19201,22031.25,21753.06641,236301,ABBOTINDIA.NS,,
03-10-21,22810,23934.44922,21555,21796.90039,21521.67773,323186,ABBOTINDIA.NS,,
10-10-21,21969.5,22279.94922,21446.84961,21551.55078,21279.42578,60710,ABBOTINDIA.NS,,
17-10-21,21700,22036.94922,20125,20239.55078,19983.99219,106003,ABBOTINDIA.NS,,
24-10-21,20280,20699.94922,19700,20049.40039,19796.24219,81501,ABBOTINDIA.NS,,
31-10-21,20025,20483.59961,19866.59961,20295.05078,20038.79102,34032,ABBOTINDIA.NS,,
07-11-21,20210.09961,20384.19922,19705.55078,19754.65039,19505.21484,49792,ABBOTINDIA.NS,,
14-11-21,19788,20100.19922,19251.25,19602.5,19354.98633,46584,ABBOTINDIA.NS,,
21-11-21,19739.90039,20196.69922,19000,19581.19922,19333.95313,74780,ABBOTINDIA.NS,,
28-11-21,19581.19922,19660.80078,18820.15039,18997.69922,18757.82031,54734,ABBOTINDIA.NS,,
05-12-21,18996.75,19150,18626.65039,18660.19922,18424.58203,38286,ABBOTINDIA.NS,,
12-12-21,18848.84961,18848.90039,17900,18104.90039,17876.29492,68480,ABBOTINDIA.NS,,
19-12-21,17950,18798,17681.65039,18423.44922,18190.82227,60393,ABBOTINDIA.NS,,
26-12-21,18399,19604.5,18184.55078,19485.65039,19239.61133,61797,ABBOTINDIA.NS,,
02-01-22,19550,19620,18299.94922,18372.90039,18140.91016,59696,ABBOTINDIA.NS,,
09-01-22,18426,18549,17670,17690.44922,17467.07617,98207,ABBOTINDIA.NS,,
16-01-22,17839.84961,17889.94922,16581.34961,16980.84961,16766.4375,155911,ABBOTINDIA.NS,,
23-01-22,16970,16996,15951.0498,16083.2002,15880.12207,127847,ABBOTINDIA.NS,,
30-01-22,16199,16471.05078,15794.7002,15864.0498,15663.73926,119538,ABBOTINDIA.NS,,
06-02-22,15864,16900,15514,16537.05078,16328.24121,253505,ABBOTINDIA.NS,,
13-02-22,16218,17287.94922,16047.2002,16379.15039,16172.33496,146659,ABBOTINDIA.NS,,
20-02-22,16379.15039,17504.80078,15981,17379.80078,17160.35156,159670,ABBOTINDIA.NS,,
27-02-22,17379.80078,17774.94922,16900.09961,17459.40039,17238.94531,99858,ABBOTINDIA.NS,,
06-03-22,17000.25,17999,17000.25,17268.65039,17050.60352,98939,ABBOTINDIA.NS,,
13-03-22,17349,17700,17000,17257.90039,17039.99023,63863,ABBOTINDIA.NS,,
20-03-22,17398.84961,17449,16000,16021.84961,15819.54688,91981,ABBOTINDIA.NS,,
27-03-22,16000,17750.09961,15870,17512.40039,17291.27734,131580,ABBOTINDIA.NS,,
03-04-22,17512.40039,18398.19922,17408.80078,17999,17771.73242,84597,ABBOTINDIA.NS,,
10-04-22,18000,18183.40039,17710,17805.05078,17580.23047,23415,ABBOTINDIA.NS,,
17-04-22,17800,17800,16792,17573.69922,17351.80078,63202,ABBOTINDIA.NS,,
24-04-22,17397,17800,17011,17079.75,16864.08984,37571,ABBOTINDIA.NS,,
01-05-22,17079.75,17199.94922,16300,16984.30078,16769.8457,45477,ABBOTINDIA.NS,,
08-05-22,16948,16998,16200,16544.65039,16335.74707,43965,ABBOTINDIA.NS,,
15-05-22,16800,18298.44922,16316,17950.44922,17723.79297,151228,ABBOTINDIA.NS,,
22-05-22,18059.25,18294.75,17427.40039,17938.55078,17712.04688,68804,ABBOTINDIA.NS,,
29-05-22,17949,18599,17600,17828.59961,17603.48438,100011,ABBOTINDIA.NS,,
05-06-22,17828.59961,18350,17550,18191.44922,17961.75,73934,ABBOTINDIA.NS,,
12-06-22,18055,18400,17673.80078,17910.15039,17684.00391,62038,ABBOTINDIA.NS,,
19-06-22,17850,18200,17701,18058.44922,17830.43164,62457,ABBOTINDIA.NS,,
26-06-22,18101.55078,19200,17862,19100.40039,18859.22461,95073,ABBOTINDIA.NS,,
03-07-22,19100.40039,19599.94922,18606.30078,19474.69922,19228.79688,66164,ABBOTINDIA.NS,,
10-07-22,19450,19860,19180.19922,19746.94922,19497.61133,40752,ABBOTINDIA.NS,,
17-07-22,19750,20200,19630,19949.90039,19697.99805,74145,ABBOTINDIA.NS,,
24-07-22,19900,20093.94922,19300,20015.09961,19762.375,59180,ABBOTINDIA.NS,,
31-07-22,20051,20900.80078,20010,20426.25,20168.33398,95061,ABBOTINDIA.NS,,
07-08-22,20400,20611.34961,18750,18793.34961,18793.34961,90187,ABBOTINDIA.NS,,
14-08-22,18951,19352.55078,18790,18820.80078,18820.80078,55126,ABBOTINDIA.NS,,
21-08-22,18835,19121.55078,18504,18577.05078,18577.05078,59176,ABBOTINDIA.NS,,
28-08-22,18450,18800,18204,18442.25,18442.25,44261,ABBOTINDIA.NS,,
04-09-22,18380,18650,18101,18276.40039,18276.40039,91022,ABBOTINDIA.NS,,
11-09-22,18276.40039,18350,17507.5,17547.94922,17547.94922,81327,ABBOTINDIA.NS,,
18-09-22,17550,18248.90039,17325,17853.75,17853.75,123707,ABBOTINDIA.NS,,
25-09-22,17800,19299,17481.80078,19139.15039,19139.15039,238377,ABBOTINDIA.NS,,
02-10-22,19139.15039,19466.40039,18725.05078,19056,19056,84506,ABBOTINDIA.NS,,
09-10-22,19060,19172.40039,18016.09961,18081.90039,18081.90039,51538,ABBOTINDIA.NS,,
16-10-22,18063.80078,18745.44922,18000,18527.80078,18527.80078,48776,ABBOTINDIA.NS,,
23-10-22,18650,19178,18261.65039,18910.80078,18910.80078,40646,ABBOTINDIA.NS,,
30-10-22,19000,19990,18970.05078,19481.80078,19481.80078,99107,ABBOTINDIA.NS,,
06-11-22,19500,19570,19125,19315.80078,19315.80078,36335,ABBOTINDIA.NS,,
13-11-22,19431.65039,20138.84961,19215.05078,19741.25,19741.25,99289,ABBOTINDIA.NS,,
20-11-22,19840,20350,19362.15039,20267.5,20267.5,68909,ABBOTINDIA.NS,,
27-11-22,20170.94922,20635,20016.09961,20182.90039,20182.90039,49783,ABBOTINDIA.NS,,
04-12-22,20183,20749,19951.09961,20436.15039,20436.15039,51540,ABBOTINDIA.NS,,
11-12-22,20430,20993.94922,20252.30078,20672.80078,20672.80078,60875,ABBOTINDIA.NS,,
18-12-22,20776.19922,22187.90039,20425,21797.25,21797.25,146881,ABBOTINDIA.NS,,
25-12-22,21988.80078,21988.80078,21232.75,21367.19922,21367.19922,103022,ABBOTINDIA.NS,,
01-01-23,21367.19922,22360,21287.65039,22328.05078,22328.05078,101551,ABBOTINDIA.NS,,
08-01-23,22360,22499,21916.05078,22282.19922,22282.19922,106864,ABBOTINDIA.NS,,
15-01-23,22300.19922,22344.34961,21612.19922,21797.34961,21797.34961,48895,ABBOTINDIA.NS,,
22-01-23,21780,21925,21092,21212.15039,21212.15039,29608,ABBOTINDIA.NS,,
29-01-23,21100,21370,20411,20872.25,20872.25,52988,ABBOTINDIA.NS,,
05-02-23,20872.05078,21593.84961,20650,20741.09961,20741.09961,60898,ABBOTINDIA.NS,,
12-02-23,20680,20685,19902.05078,20216.19922,20216.19922,67270,ABBOTINDIA.NS,,
19-02-23,20266.15039,20723.84961,19900,20154.59961,20154.59961,49951,ABBOTINDIA.NS,,
26-02-23,20232.55078,20666,19906,20161.94922,20161.94922,51908,ABBOTINDIA.NS,,
05-03-23,20163,20915.65039,20163,20554.65039,20554.65039,38246,ABBOTINDIA.NS,,
12-03-23,20649.09961,20993.94922,19966.69922,20928.30078,20928.30078,41160,ABBOTINDIA.NS,,
19-03-23,20715,21747.05078,20715,21128.90039,21128.90039,46625,ABBOTINDIA.NS,,
