date,open,high,low,close,adjclose,volume,ticker
2021-06-27,657.5999755859375,697.7999877929688,656.1500244140625,677.6500244140625,671.4993896484375,21794997,LAURUSLABS.NS
2021-07-04,685.0,693.0,671.0,680.2000122070312,674.0262451171875,11586423,LAURUSLABS.NS
2021-07-11,682.2999877929688,685.7000122070312,650.7000122070312,668.7999877929688,662.7296752929688,11501904,LAURUSLABS.NS
2021-07-18,666.5,674.0,645.6500244140625,647.7999877929688,641.9202880859375,6843676,LAURUSLABS.NS
2021-07-25,649.0,668.5999755859375,588.0,641.5,635.677490234375,23881768,LAURUSLABS.NS
2021-08-01,649.0,686.75,638.7999877929688,679.7999877929688,673.6298217773438,17652704,LAURUSLABS.NS
2021-08-08,685.9500122070312,723.75,683.2000122070312,707.25,700.830810546875,22493476,LAURUSLABS.NS
2021-08-15,709.9000244140625,716.7000122070312,675.0,679.7999877929688,673.6298217773438,10266133,LAURUSLABS.NS
2021-08-22,682.0999755859375,684.3499755859375,628.0999755859375,658.5999755859375,652.6221923828125,13159136,LAURUSLABS.NS
2021-08-29,652.2000122070312,671.0,645.8499755859375,652.2999877929688,646.3794555664062,10200404,LAURUSLABS.NS
2021-09-05,655.0,669.0,648.0,656.0499877929688,650.0953979492188,6774842,LAURUSLABS.NS
2021-09-12,652.5,666.0,640.7000122070312,651.1500244140625,645.2399291992188,16090159,LAURUSLABS.NS
2021-09-19,647.0,648.7999877929688,605.0,610.1500244140625,604.6121215820312,10912651,LAURUSLABS.NS
2021-09-26,602.9000244140625,623.0,587.25,619.2000122070312,613.5798950195312,11960782,LAURUSLABS.NS
2021-10-03,622.0499877929688,657.9000244140625,613.3499755859375,649.1500244140625,643.258056640625,12862810,LAURUSLABS.NS
2021-10-10,650.0,653.4000244140625,627.1500244140625,651.0,645.09130859375,8474839,LAURUSLABS.NS
2021-10-17,655.0,663.0,520.0,536.5,531.6305541992188,21335072,LAURUSLABS.NS
2021-10-24,536.5,579.2000122070312,488.1000061035156,515.7999877929688,511.118408203125,19594848,LAURUSLABS.NS
2021-10-31,520.0,521.2999877929688,486.0,498.5,493.9754333496094,13145312,LAURUSLABS.NS
2021-11-07,500.0,502.3999938964844,451.0,452.45001220703125,448.3433837890625,14860796,LAURUSLABS.NS
2021-11-14,453.0,499.5,452.29998779296875,482.04998779296875,477.67474365234375,14213869,LAURUSLABS.NS
2021-11-21,485.0,555.2000122070312,465.70001220703125,523.2000122070312,519.2965087890625,26831774,LAURUSLABS.NS
2021-11-28,524.4000244140625,533.0,496.20001220703125,511.3999938964844,507.58453369140625,11833269,LAURUSLABS.NS
2021-12-05,507.6000061035156,534.7999877929688,494.6499938964844,526.5499877929688,522.6214599609375,10333911,LAURUSLABS.NS
2021-12-12,528.9000244140625,531.7000122070312,490.6000061035156,497.6000061035156,493.88751220703125,6206726,LAURUSLABS.NS
2021-12-19,490.0,509.20001220703125,468.0,501.6499938964844,497.9072570800781,6941656,LAURUSLABS.NS
2021-12-26,499.95001220703125,555.0,494.04998779296875,538.9000244140625,534.87939453125,14563262,LAURUSLABS.NS
2022-01-02,543.5,546.6500244140625,513.5999755859375,525.7999877929688,521.8770751953125,14127895,LAURUSLABS.NS
2022-01-09,525.0,531.0,513.0,520.8499755859375,516.9639892578125,7608391,LAURUSLABS.NS
2022-01-16,520.8499755859375,521.5999755859375,475.04998779296875,481.79998779296875,478.2053527832031,13306431,LAURUSLABS.NS
2022-01-23,481.79998779296875,505.79998779296875,440.0,499.79998779296875,496.0710754394531,24162609,LAURUSLABS.NS
2022-01-30,504.29998779296875,539.7999877929688,500.45001220703125,529.0,525.05322265625,16755504,LAURUSLABS.NS
2022-02-06,527.75,568.0,513.25,549.9500122070312,545.846923828125,16716416,LAURUSLABS.NS
2022-02-13,542.0,560.9500122070312,523.8499755859375,552.0499877929688,547.9312744140625,12348045,LAURUSLABS.NS
2022-02-20,551.0,552.75,496.0,530.9500122070312,526.9887084960938,11314027,LAURUSLABS.NS
2022-02-27,527.0,548.0,523.0999755859375,536.6500244140625,532.6461791992188,5544121,LAURUSLABS.NS
2022-03-06,527.2999877929688,587.1500244140625,521.4000244140625,578.0,573.6876831054688,11154731,LAURUSLABS.NS
2022-03-13,583.6500244140625,596.0,564.4500122070312,581.0499877929688,576.7149047851562,10583511,LAURUSLABS.NS
2022-03-20,581.7999877929688,613.9000244140625,578.0999755859375,589.7999877929688,585.3995361328125,10470044,LAURUSLABS.NS
2022-03-27,594.0,600.0,585.7999877929688,596.7000122070312,592.2481079101562,6124669,LAURUSLABS.NS
2022-04-03,600.0999755859375,617.0499877929688,595.0,605.0999755859375,600.58544921875,6758550,LAURUSLABS.NS
2022-04-10,605.0,612.9000244140625,591.0,602.8499755859375,598.3522338867188,3018857,LAURUSLABS.NS
2022-04-17,597.0,626.2999877929688,584.5499877929688,607.8499755859375,603.3148803710938,8891053,LAURUSLABS.NS
