,Close,Returns,ATR,StopLoss
2020-01-01,468.6000061035156,,7.45001220703125,14.9000244140625
2020-01-02,459.3500061035156,-0.01973964976423115,13.600006103515625,27.20001220703125
2020-01-03,452.6000061035156,-0.014694677066095174,10.95001220703125,21.9000244140625
2020-01-06,447.1000061035156,-0.012152010441515704,11.649993896484375,23.29998779296875
2020-01-07,448.1000061035156,0.0022366360687735565,11.350006103515625,22.70001220703125
2020-01-08,448.25,0.0003347330828862294,10.899993896484375,21.79998779296875
2020-01-09,462.29998779296875,0.031344088774051926,13.050018310546875,26.10003662109375
2020-01-10,470.3999938964844,0.01752110386631256,11.850006103515625,23.70001220703125
2020-01-13,468.54998779296875,-0.003932836155441599,7.54998779296875,15.0999755859375
2020-01-14,471.70001220703125,0.006722920704576696,8.75,17.5
2020-01-15,484.20001220703125,0.026499893314638534,21.75,43.5
2020-01-16,488.3500061035156,0.00857082567505163,8.850006103515625,17.70001220703125
2020-01-17,485.1000061035156,-0.006655062883957674,17.649993896484375,35.29998779296875
2020-01-20,470.25,-0.030612257094770667,18.25,36.5
2020-01-21,461.3999938964844,-0.01881978969381315,11.600006103515625,23.20001220703125
2020-01-22,464.54998779296875,0.0068270349764918414,13.04998779296875,26.0999755859375
2020-01-23,464.3999938964844,-0.0003228799923060688,10.0,20.0
2020-01-24,468.8999938964844,0.009689922607972745,11.0999755859375,22.199951171875
2020-01-27,465.1000061035156,-0.008104047435342099,14.0,28.0
2020-01-28,461.75,-0.00720276512481921,22.5,45.0
2020-01-29,469.8500061035156,0.01754197315325534,9.70001220703125,19.4000244140625
2020-01-30,469.5,-0.0007449315717120708,12.199981689453125,24.39996337890625
2020-01-31,467.04998779296875,-0.005218343358958988,8.350006103515625,16.70001220703125
2020-02-03,471.29998779296875,0.009099668367583691,19.199981689453125,38.39996337890625
2020-02-04,455.25,-0.03405471718369557,30.850006103515625,61.70001220703125
2020-02-05,463.04998779296875,0.017133416349190078,26.850006103515625,53.70001220703125
2020-02-06,473.8500061035156,0.02332365531856051,18.0,36.0
2020-02-07,466.20001220703125,-0.016144336389041225,15.20001220703125,30.4000244140625
2020-02-10,456.20001220703125,-0.02145002088837178,13.29998779296875,26.5999755859375
2020-02-11,451.0,-0.011398535878757055,12.25,24.5
2020-02-12,448.04998779296875,-0.00654104702224223,10.800018310546875,21.60003662109375
2020-02-13,444.79998779296875,-0.0072536549236593695,9.899993896484375,19.79998779296875
2020-02-14,439.20001220703125,-0.012589873515338357,10.449981689453125,20.89996337890625
2020-02-17,430.45001220703125,-0.019922585967223072,12.350006103515625,24.70001220703125
2020-02-18,438.3999938964844,0.018469000961787607,19.0,38.0
2020-02-19,440.70001220703125,0.005246392204763417,12.1500244140625,24.300048828125
2020-02-20,446.45001220703125,0.013047424190446355,10.600006103515625,21.20001220703125
2020-02-24,438.6000061035156,-0.017583169198963633,12.20001220703125,24.4000244140625
2020-02-25,436.3999938964844,-0.0050159876343276455,32.449981689453125,64.89996337890625
2020-02-26,435.29998779296875,-0.002520637302704798,14.25,28.5
2020-02-27,439.6000061035156,0.009878287229798888,21.04998779296875,42.0999755859375
2020-02-28,435.70001220703125,-0.008871687539435569,22.149993896484375,44.29998779296875
2020-03-02,419.3500061035156,-0.03752583347587013,34.1500244140625,68.300048828125
2020-03-03,422.1499938964844,0.006676970912640412,21.5,43.0
2020-03-04,409.8500061035156,-0.029136534338041087,27.399993896484375,54.79998779296875
2020-03-05,413.95001220703125,0.010003674618660474,11.449981689453125,22.89996337890625
2020-03-06,414.1000061035156,0.00036234784892186234,20.25,40.5
2020-03-09,399.70001220703125,-0.03477419387645386,19.399993896484375,38.79998779296875
2020-03-11,403.79998779296875,0.01025763187571238,17.649993896484375,35.29998779296875
2020-03-12,388.20001220703125,-0.03863292733415269,29.95001220703125,59.9000244140625
2020-03-13,403.1000061035156,0.03838226024716884,59.25,118.5
2020-03-16,380.6499938964844,-0.055693405773023286,19.75,39.5
2020-03-17,385.1499938964844,0.011821883809680855,28.3499755859375,56.699951171875
2020-03-18,363.3500061035156,-0.056601293362159244,38.75,77.5
2020-03-19,363.20001220703125,-0.00041280829493539617,45.54998779296875,91.0999755859375
2020-03-20,379.79998779296875,0.045704777059520474,29.5,59.0
2020-03-23,331.3500061035156,-0.12756709648938558,64.0,128.0
2020-03-24,339.3999938964844,0.024294515300095965,44.25,88.5
2020-03-25,332.5,-0.020329976489595447,22.70001220703125,45.4000244140625
2020-03-26,322.3500061035156,-0.0305262974330357,29.399993896484375,58.79998779296875
2020-03-27,303.95001220703125,-0.05708079276590927,35.0,70.0
2020-03-30,292.79998779296875,-0.03668374392585261,13.75,27.5
2020-03-31,297.54998779296875,0.016222678271962998,15.850006103515625,31.70001220703125
2020-04-01,279.1499938964844,-0.061838328520742,22.399993896484375,44.79998779296875
2020-04-03,252.9499969482422,-0.09385634075262705,26.45001220703125,52.9000244140625
2020-04-07,264.3999938964844,0.04526585130018823,38.100006103515625,76.20001220703125
2020-04-08,285.8999938964844,0.08131618947168917,27.0,54.0
2020-04-09,305.79998779296875,0.06960473704553327,26.100006103515625,52.20001220703125
2020-04-13,289.79998779296875,-0.052321781029083136,19.899993896484375,39.79998779296875
2020-04-15,276.29998779296875,-0.04658385289389422,25.29998779296875,50.5999755859375
2020-04-16,276.20001220703125,-0.0003618370986407937,14.79998779296875,29.5999755859375
2020-04-17,300.95001220703125,0.0896089750403346,20.5999755859375,41.199951171875
2020-04-20,307.54998779296875,0.02193047123519376,18.9000244140625,37.800048828125
2020-04-21,311.04998779296875,0.011380263823505876,20.70001220703125,41.4000244140625
2020-04-22,302.54998779296875,-0.027326797407423498,15.25,30.5
2020-04-23,298.8500061035156,-0.012229323545651538,9.149993896484375,18.29998779296875
2020-04-24,297.0,-0.006190416816905908,12.95001220703125,25.9000244140625
2020-04-27,299.29998779296875,0.007744066642992431,10.149993896484375,20.29998779296875
2020-04-28,296.29998779296875,-0.01002338831391858,13.399993896484375,26.79998779296875
2020-04-29,307.8999938964844,0.03914953284311573,18.899993896484375,37.79998779296875
2020-04-30,328.3500061035156,0.06641770903674171,22.899993896484375,45.79998779296875
2020-05-04,310.45001220703125,-0.05451497963682461,8.699981689453125,17.39996337890625
2020-05-05,308.3500061035156,-0.006764393689619785,15.899993896484375,31.79998779296875
2020-05-06,323.3999938964844,0.04880813197686895,28.45001220703125,56.9000244140625
2020-05-07,320.75,-0.008194168047302441,12.600006103515625,25.20001220703125
2020-05-08,313.45001220703125,-0.022759120165140256,16.600006103515625,33.20001220703125
2020-05-11,333.79998779296875,0.06492255477245434,26.399993896484375,52.79998779296875
2020-05-12,338.1499938964844,0.013031774303759347,23.0,46.0
2020-05-13,344.8999938964844,0.01996155588299775,17.95001220703125,35.9000244140625
2020-05-14,342.3500061035156,-0.007393412113930298,16.54998779296875,33.0999755859375
2020-05-15,336.1000061035156,-0.01825617026018167,12.399993896484375,24.79998779296875
2020-05-18,305.79998779296875,-0.09015179339572743,38.5,77.0
2020-05-19,303.3500061035156,-0.008011712842551866,12.850006103515625,25.70001220703125
2020-05-20,309.0,0.018625329760357356,10.350006103515625,20.70001220703125
2020-05-21,315.79998779296875,0.022006432986953817,14.9000244140625,29.800048828125
2020-05-22,314.1499938964844,-0.005224806713944763,11.0,22.0
2020-05-26,322.5,0.026579679343450957,14.5,29.0
2020-05-27,323.04998779296875,0.0017053885053295303,16.75,33.5
2020-05-28,333.1000061035156,0.031109793190853052,14.350006103515625,28.70001220703125
2020-05-29,335.8999938964844,0.008405847318113224,21.649993896484375,43.29998779296875
2020-06-01,352.0,0.047930950866516664,13.800018310546875,27.60003662109375
2020-06-02,364.1000061035156,0.034375017339532965,24.350006103515625,48.70001220703125
2020-06-03,355.54998779296875,-0.023482609632574536,19.75,39.5
2020-06-04,355.25,-0.0008437288799555409,12.649993896484375,25.29998779296875
2020-06-05,359.1499938964844,0.010978167196296518,9.25,18.5
2020-06-08,352.75,-0.017819835737847733,18.800018310546875,37.60003662109375
2020-06-09,351.25,-0.00425230333097093,10.04998779296875,20.0999755859375
2020-06-10,343.8500061035156,-0.021067598281806044,19.20001220703125,38.4000244140625
2020-06-11,332.20001220703125,-0.0338810344327205,19.350006103515625,38.70001220703125
2020-06-12,345.3500061035156,0.039584567770241774,41.0999755859375,82.199951171875
2020-06-15,344.20001220703125,-0.003329937385724735,14.0,28.0
2020-06-16,354.1499938964844,0.028907557630963643,11.399993896484375,22.79998779296875
2020-06-17,359.45001220703125,0.014965462097667137,12.100006103515625,24.20001220703125
2020-06-18,363.75,0.011962686456920002,6.75,13.5
2020-06-19,368.95001220703125,0.014295566204896915,12.149993896484375,24.29998779296875
2020-06-22,382.8999938964844,0.03780995047541902,19.899993896484375,39.79998779296875
2020-06-23,381.79998779296875,-0.002872828730869581,7.649993896484375,15.29998779296875
2020-06-24,380.6000061035156,-0.0031429589518577883,12.25,24.5
2020-06-25,383.29998779296875,0.007094013783906172,17.699981689453125,35.39996337890625
2020-06-26,381.6499938964844,-0.004304706363245647,8.850006103515625,17.70001220703125
2020-06-29,378.29998779296875,-0.008777692013861915,9.649993896484375,19.29998779296875
2020-06-30,378.3500061035156,0.00013221864171519826,10.899993896484375,21.79998779296875
2020-07-01,383.8500061035156,0.014536804311548579,9.350006103515625,18.70001220703125
2020-07-02,385.5,0.004298538153570952,8.75,17.5
2020-07-03,395.5,0.025940337224383825,12.6500244140625,25.300048828125
2020-07-06,408.25,0.03223767383059428,14.79998779296875,29.5999755859375
2020-07-07,400.1000061035156,-0.019963242857279573,13.550018310546875,27.10003662109375
2020-07-08,384.95001220703125,-0.03786551778398295,19.45001220703125,38.9000244140625
2020-07-09,389.70001220703125,0.012339264448302911,9.350006103515625,18.70001220703125
2020-07-10,385.70001220703125,-0.010264305554794184,14.0,28.0
2020-07-13,389.54998779296875,0.009981787565697342,7.70001220703125,15.4000244140625
2020-07-14,382.5,-0.01809777439067861,12.149993896484375,24.29998779296875
2020-07-15,389.75,0.018954248366013005,13.449981689453125,26.89996337890625
2020-07-16,391.5,0.004490057729313657,12.54998779296875,25.0999755859375
2020-07-17,389.95001220703125,-0.003959100365181989,11.75,23.5
2020-07-20,398.79998779296875,0.022695154016917574,12.600006103515625,25.20001220703125
2020-07-21,402.95001220703125,0.01040628019331069,9.95001220703125,19.9000244140625
2020-07-22,397.8500061035156,-0.012656671917149143,15.5,31.0
2020-07-23,405.75,0.019856714277462828,12.79998779296875,25.5999755859375
2020-07-24,398.1499938964844,-0.018730760575516037,9.54998779296875,19.0999755859375
2020-07-27,397.1000061035156,-0.0026371664173420184,9.600006103515625,19.20001220703125
2020-07-28,406.25,0.023042039173626128,13.600006103515625,27.20001220703125
2020-07-29,402.95001220703125,-0.008123046874999984,17.04998779296875,34.0999755859375
2020-07-30,402.1499938964844,-0.001985403365953542,24.199981689453125,48.39996337890625
2020-07-31,387.5,-0.03642917846283833,20.95001220703125,41.9000244140625
2020-08-03,396.20001220703125,0.022451644405241833,11.100006103515625,22.20001220703125
2020-08-04,398.95001220703125,0.006940938705885191,12.45001220703125,24.9000244140625
2020-08-05,409.3500061035156,0.026068413531185497,11.850006103515625,23.70001220703125
2020-08-06,418.8500061035156,0.023207523777580397,18.54998779296875,37.0999755859375
2020-08-07,421.5,0.0063268326557681664,14.75,29.5
2020-08-10,418.6499938964844,-0.006761580316762994,11.75,23.5
2020-08-11,416.8999938964844,-0.004180102772037064,10.850006103515625,21.70001220703125
2020-08-12,417.6499938964844,0.0017989925905017579,13.75,27.5
2020-08-13,430.1000061035156,0.02980967889135666,18.399993896484375,36.79998779296875
2020-08-14,418.1000061035156,-0.0279004878626109,18.79998779296875,37.5999755859375
2020-08-17,426.79998779296875,0.020808374940083363,14.95001220703125,29.9000244140625
2020-08-18,433.3999938964844,0.015463932268707348,12.25,24.5
2020-08-19,434.6499938964844,0.002884171706514893,9.20001220703125,18.4000244140625
2020-08-20,450.04998779296875,0.03543079285111417,25.4000244140625,50.800048828125
2020-08-21,453.29998779296875,0.007221420038111548,14.75,29.5
2020-08-24,448.79998779296875,-0.009927200796782776,8.850006103515625,17.70001220703125
2020-08-25,445.54998779296875,-0.007241533173791503,18.29998779296875,36.5999755859375
2020-08-26,467.5,0.04926498217576136,18.79998779296875,37.5999755859375
2020-08-27,459.1499938964844,-0.017860975622493336,12.95001220703125,25.9000244140625
2020-08-28,449.75,-0.020472599415091386,14.649993896484375,29.29998779296875
2020-08-31,432.8500061035156,-0.037576417779843,25.399993896484375,50.79998779296875
2020-09-01,440.3999938964844,0.0174425036075041,14.5,29.0
2020-09-02,437.1000061035156,-0.007493160396692455,14.399993896484375,28.79998779296875
2020-09-03,435.3500061035156,-0.004003660433684719,11.8499755859375,23.699951171875
2020-09-04,433.8999938964844,-0.003330681490070986,18.600006103515625,37.20001220703125
2020-09-07,440.3999938964844,0.014980410443496517,10.45001220703125,20.9000244140625
2020-09-08,434.0,-0.014532229757452497,10.75,21.5
2020-09-09,438.1499938964844,0.009562197918166815,16.399993896484375,32.79998779296875
2020-09-10,437.8999938964844,-0.0005705808592549877,15.5,31.0
2020-09-11,444.25,0.014501041772146506,11.95001220703125,23.9000244140625
2020-09-14,456.6000061035156,0.027799676091200043,12.649993896484375,25.29998779296875
2020-09-15,455.45001220703125,-0.0025186024553482955,12.350006103515625,24.70001220703125
2020-09-16,462.1499938964844,0.014710685058468176,18.20001220703125,36.4000244140625
2020-09-17,457.04998779296875,-0.011035391476512668,11.399993896484375,22.79998779296875
2020-09-18,457.29998779296875,0.0005469861211619964,13.5,27.0
2020-09-21,453.5,-0.008309617088135823,13.45001220703125,26.9000244140625
2020-09-22,442.8500061035156,-0.02348399977174065,17.649993896484375,35.29998779296875
2020-09-23,442.3999938964844,-0.0010161729724037505,16.0,32.0
2020-09-24,435.25,-0.016161830911230468,13.54998779296875,27.0999755859375
2020-09-25,446.95001220703125,0.026881130860496816,19.29998779296875,38.5999755859375
2020-09-28,471.45001220703125,0.05481597344414291,23.29998779296875,46.5999755859375
2020-09-29,470.25,-0.0025453646748540004,12.75,25.5
2020-09-30,468.29998779296875,-0.004146756421119058,14.5,29.0
2020-10-01,479.8999938964844,0.02477045997413918,17.899993896484375,35.79998779296875
2020-10-05,473.54998779296875,-0.013231936203952799,20.25,40.5
2020-10-06,471.6000061035156,-0.004117794825718835,13.1500244140625,26.300048828125
2020-10-07,478.75,0.01516114038156946,15.79998779296875,31.5999755859375
2020-10-08,475.20001220703125,-0.007415118105417728,15.70001220703125,31.4000244140625
2020-10-09,471.5,-0.007786220774378405,11.5,23.0
2020-10-12,469.0,-0.005302226935312793,15.75,31.5
2020-10-13,459.3500061035156,-0.020575679949860093,14.949981689453125,29.89996337890625
2020-10-14,461.54998779296875,0.004789336367086783,11.0,22.0
2020-10-15,458.6000061035156,-0.006391467376175908,11.75,23.5
2020-10-16,463.25,0.01013954172393694,10.550018310546875,21.10003662109375
2020-10-19,454.8500061035156,-0.018132744514807064,16.949981689453125,33.89996337890625
2020-10-20,452.20001220703125,-0.005826083018412143,10.25,20.5
2020-10-21,446.1000061035156,-0.013489619502095151,15.350006103515625,30.70001220703125
2020-10-22,442.3999938964844,-0.008294131711293229,14.600006103515625,29.20001220703125
2020-10-23,444.6499938964844,0.005085895187707523,9.70001220703125,19.4000244140625
2020-10-26,429.70001220703125,-0.0336219091300235,23.350006103515625,46.70001220703125
2020-10-27,432.8500061035156,0.007330681421918728,17.600006103515625,35.20001220703125
2020-10-28,427.25,-0.012937521137926011,14.399993896484375,28.79998779296875
2020-10-29,422.3500061035156,-0.011468680857774971,6.850006103515625,13.70001220703125
2020-10-30,455.5,0.07848938893671864,39.54998779296875,79.0999755859375
2020-11-02,458.3999938964844,0.006366616677243364,15.0,30.0
2020-11-03,465.70001220703125,0.01592499652649515,18.25,36.5
2020-11-04,470.95001220703125,0.011273351647811625,10.0,20.0
2020-11-05,476.45001220703125,0.011678521833400346,11.54998779296875,23.0999755859375
2020-11-06,479.8500061035156,0.007136097826369703,9.649993896484375,19.29998779296875
2020-11-09,478.95001220703125,-0.0018755733771737004,7.899993896484375,15.79998779296875
2020-11-10,478.8500061035156,-0.0002088027998052855,8.149993896484375,16.29998779296875
2020-11-11,477.45001220703125,-0.002923658512352101,17.199981689453125,34.39996337890625
2020-11-12,481.79998779296875,0.009110850297876283,10.100006103515625,20.20001220703125
2020-11-13,477.79998779296875,-0.008302200293369033,8.70001220703125,17.4000244140625
2020-11-14,478.8500061035156,0.0021976105847074656,5.79998779296875,11.5999755859375
2020-11-17,475.29998779296875,-0.0074136332156158335,12.1500244140625,24.300048828125
2020-11-18,479.54998779296875,0.008941721247952561,14.25,28.5
2020-11-19,475.1000061035156,-0.009279494948865041,17.70001220703125,35.4000244140625
2020-11-20,478.45001220703125,0.007051159883137759,12.0,24.0
2020-11-23,476.75,-0.003553165772092526,7.75,15.5
2020-11-24,471.5,-0.01101206082852646,10.149993896484375,20.29998779296875
2020-11-25,475.1499938964844,0.0077412383806667595,10.399993896484375,20.79998779296875
2020-11-26,474.6499938964844,-0.0010522992874307802,6.04998779296875,12.0999755859375
2020-11-27,499.6499938964844,0.05267038938475621,29.79998779296875,59.5999755859375
2020-12-01,500.3500061035156,0.001401005134759048,14.25,28.5
2020-12-02,488.3500061035156,-0.02398321145921478,23.75,47.5
2020-12-03,498.1499938964844,0.02006754923822296,14.04998779296875,28.0999755859375
2020-12-04,498.1000061035156,-0.00010034687058357861,11.100006103515625,22.20001220703125
2020-12-07,510.8500061035156,0.025597269310914772,20.29998779296875,40.5999755859375
2020-12-08,507.8500061035156,-0.005872565262125318,13.649993896484375,27.29998779296875
2020-12-09,498.0,-0.01939550257976741,17.45001220703125,34.9000244140625
2020-12-10,498.1000061035156,0.00020081546890682311,9.54998779296875,19.0999755859375
2020-12-11,484.20001220703125,-0.027906030367716328,34.749969482421875,69.49993896484375
2020-12-14,487.6499938964844,0.0071251168989603375,12.399993896484375,24.79998779296875
2020-12-15,484.0,-0.007484864025773308,10.399993896484375,20.79998779296875
2020-12-16,494.29998779296875,0.02128096651439826,10.300018310546875,20.60003662109375
2020-12-17,490.04998779296875,-0.008598017610674247,12.8499755859375,25.699951171875
2020-12-18,489.1000061035156,-0.0019385403797917977,11.95001220703125,23.9000244140625
2020-12-21,464.8999938964844,-0.04947865856683187,35.600006103515625,71.20001220703125
2020-12-22,464.8999938964844,0.0,26.149993896484375,52.29998779296875
2020-12-23,483.5,0.040008617654783585,26.29998779296875,52.5999755859375
2020-12-24,479.75,-0.007755946225439514,17.399993896484375,34.79998779296875
2020-12-28,483.1000061035156,0.006982816265795888,8.75,17.5
2020-12-29,486.75,0.007555358829166137,9.800018310546875,19.60003662109375
2020-12-30,486.5,-0.0005136106831021836,9.45001220703125,18.9000244140625
2020-12-31,485.0,-0.0030832476875641834,10.45001220703125,20.9000244140625
2021-01-01,490.75,0.011855670103092741,6.0,12.0
2021-01-04,495.45001220703125,0.009577202663334283,11.800018310546875,23.60003662109375
2021-01-05,491.70001220703125,-0.007568876592202067,8.70001220703125,17.4000244140625
